cencppprivnonres,cencppprivres,cencpppub,cencpptot,cenhfs-supplymsa,cenhs-usmsa,cennewhsavgm,cennewhsmedm,NAV
378587,274565,309552,962704,12.2,336,245200,208600,6.06
378587,274565,309552,962704,12.2,336,245200,208600,6.09
378587,274565,309552,962704,12.2,336,245200,208600,5.62
378587,274565,309552,962704,12.2,336,245200,208600,5.92
378587,274565,309552,962704,12.2,336,245200,208600,5.72
378587,274565,309552,962704,12.2,336,245200,208600,5.75
378587,274565,309552,962704,12.2,336,245200,208600,5.8
378587,274565,309552,962704,12.2,336,245200,208600,5.88
378587,274565,309552,962704,12.2,336,245200,208600,6.13
378587,274565,309552,962704,12.2,336,245200,208600,5.83
378587,274565,309552,962704,12.2,336,245200,208600,5.66
379778,258762,321367,959907,10.5,372,258600,209700,5.7
379778,258762,321367,959907,10.5,372,258600,209700,5.73
379778,258762,321367,959907,10.5,372,258600,209700,5.68
379778,258762,321367,959907,10.5,372,258600,209700,5.77
379778,258762,321367,959907,10.5,372,258600,209700,6.02
379778,258762,321367,959907,10.5,372,258600,209700,5.99
379778,258762,321367,959907,10.5,372,258600,209700,5.67
379778,258762,321367,959907,10.5,372,258600,209700,5.71
379778,258762,321367,959907,10.5,372,258600,209700,5.73
379778,258762,321367,959907,10.5,372,258600,209700,5.67
379778,258762,321367,959907,10.5,372,258600,209700,5.39
379778,258762,321367,959907,10.5,372,258600,209700,5.32
379778,258762,321367,959907,10.5,372,258600,209700,5.21
379778,258762,321367,959907,10.5,372,258600,209700,5.12
379778,258762,321367,959907,10.5,372,258600,209700,4.9
379778,258762,321367,959907,10.5,372,258600,209700,5.15
379778,258762,321367,959907,10.5,372,258600,209700,5.02
379778,258762,321367,959907,10.5,372,258600,209700,4.95
379778,258762,321367,959907,10.5,372,258600,209700,4.89
382678,246825,325481,954984,11,339,259800,205100,4.61
382678,246825,325481,954984,11,339,259800,205100,4.49
382678,246825,325481,954984,11,339,259800,205100,4.62
382678,246825,325481,954984,11,339,259800,205100,4.32
382678,246825,325481,954984,11,339,259800,205100,4.32
382678,246825,325481,954984,11,339,259800,205100,4.24
382678,246825,325481,954984,11,339,259800,205100,4.59
382678,246825,325481,954984,11,339,259800,205100,4.59
382678,246825,325481,954984,11,339,259800,205100,4.89
382678,246825,325481,954984,11,339,259800,205100,4.94
382678,246825,325481,954984,11,339,259800,205100,4.9
382678,246825,325481,954984,11,339,259800,205100,5.12
382678,246825,325481,954984,11,339,259800,205100,5.34
382678,246825,325481,954984,11,339,259800,205100,5.29
382678,246825,325481,954984,11,339,259800,205100,5.13
382678,246825,325481,954984,11,339,259800,205100,5.58
382678,246825,325481,954984,11,339,259800,205100,5.36
382678,246825,325481,954984,11,339,259800,205100,5.5
382678,246825,325481,954984,11,339,259800,205100,5.74
382678,246825,325481,954984,11,339,259800,205100,5.55
382678,246825,325481,954984,11,339,259800,205100,5.31
382678,246825,325481,954984,11,339,259800,205100,5.41
367807,242889,318896,929593,10.7,337,269800,219200,5.54
367807,242889,318896,929593,10.7,337,269800,219200,5.85
367807,242889,318896,929593,10.7,337,269800,219200,5.94
367807,242889,318896,929593,10.7,337,269800,219200,5.83
367807,242889,318896,929593,10.7,337,269800,219200,5.62
367807,242889,318896,929593,10.7,337,269800,219200,5.74
367807,242889,318896,929593,10.7,337,269800,219200,5.96
367807,242889,318896,929593,10.7,337,269800,219200,5.99
367807,242889,318896,929593,10.7,337,269800,219200,5.78
367807,242889,318896,929593,10.7,337,269800,219200,5.91
367807,242889,318896,929593,10.7,337,269800,219200,6.09
367807,242889,318896,929593,10.7,337,269800,219200,6.19
367807,242889,318896,929593,10.7,337,269800,219200,5.76
367807,242889,318896,929593,10.7,337,269800,219200,6.03
367807,242889,318896,929593,10.7,337,269800,219200,6.04
367807,242889,318896,929593,10.7,337,269800,219200,5.98
367807,242889,318896,929593,10.7,337,269800,219200,6.15
367807,242889,318896,929593,10.7,337,269800,219200,6
367807,242889,318896,929593,10.7,337,269800,219200,6.07
367807,242889,318896,929593,10.7,337,269800,219200,6.31
367807,242889,318896,929593,10.7,337,269800,219200,6.27
363286,230880,317075,911241,9.3,376,274600,222300,6.28
363286,230880,317075,911241,9.3,376,274600,222300,6.57
363286,230880,317075,911241,9.3,376,274600,222300,6.54
363286,230880,317075,911241,9.3,376,274600,222300,6.63
363286,230880,317075,911241,9.3,376,274600,222300,6.44
363286,230880,317075,911241,9.3,376,274600,222300,6.74
363286,230880,317075,911241,9.3,376,274600,222300,6.56
363286,230880,317075,911241,9.3,376,274600,222300,6.59
363286,230880,317075,911241,9.3,376,274600,222300,6.26
363286,230880,317075,911241,9.3,376,274600,222300,6.39
363286,230880,317075,911241,9.3,376,274600,222300,6.32
363286,230880,317075,911241,9.3,376,274600,222300,6.61
363286,230880,317075,911241,9.3,376,274600,222300,6.58
363286,230880,317075,911241,9.3,376,274600,222300,6.51
363286,230880,317075,911241,9.3,376,274600,222300,6.39
363286,230880,317075,911241,9.3,376,274600,222300,6.35
363286,230880,317075,911241,9.3,376,274600,222300,6.65
363286,230880,317075,911241,9.3,376,274600,222300,6.49
363286,230880,317075,911241,9.3,376,274600,222300,6.52
363286,230880,317075,911241,9.3,376,274600,222300,6.64
352549,228477,320961,901987,8.5,393,274800,214700,6.9
352549,228477,320961,901987,8.5,393,274800,214700,6.95
352549,228477,320961,901987,8.5,393,274800,214700,6.86
352549,228477,320961,901987,8.5,393,274800,214700,7
352549,228477,320961,901987,8.5,393,274800,214700,6.99
352549,228477,320961,901987,8.5,393,274800,214700,6.93
352549,228477,320961,901987,8.5,393,274800,214700,6.97
352549,228477,320961,901987,8.5,393,274800,214700,6.94
352549,228477,320961,901987,8.5,393,274800,214700,6.97
352549,228477,320961,901987,8.5,393,274800,214700,6.94
352549,228477,320961,901987,8.5,393,274800,214700,6.73
352549,228477,320961,901987,8.5,393,274800,214700,6.62
352549,228477,320961,901987,8.5,393,274800,214700,6.62
352549,228477,320961,901987,8.5,393,274800,214700,6.66
352549,228477,320961,901987,8.5,393,274800,214700,6.7
352549,228477,320961,901987,8.5,393,274800,214700,6.42
352549,228477,320961,901987,8.5,393,274800,214700,6.38
352549,228477,320961,901987,8.5,393,274800,214700,6.44
352549,228477,320961,901987,8.5,393,274800,214700,6.62
352549,228477,320961,901987,8.5,393,274800,214700,6.7
352549,228477,320961,901987,8.5,393,274800,214700,6.71
352549,228477,320961,901987,8.5,393,274800,214700,6.66
342729,234280,322593,899601,7.9,411,271100,214200,6.79
342729,234280,322593,899601,7.9,411,271100,214200,6.52
342729,234280,322593,899601,7.9,411,271100,214200,6.49
342729,234280,322593,899601,7.9,411,271100,214200,6.37
342729,234280,322593,899601,7.9,411,271100,214200,6.32
342729,234280,322593,899601,7.9,411,271100,214200,6.34
342729,234280,322593,899601,7.9,411,271100,214200,6.35
342729,234280,322593,899601,7.9,411,271100,214200,6.53
342729,234280,322593,899601,7.9,411,271100,214200,6.58
342729,234280,322593,899601,7.9,411,271100,214200,6.84
342729,234280,322593,899601,7.9,411,271100,214200,6.94
342729,234280,322593,899601,7.9,411,271100,214200,6.9
342729,234280,322593,899601,7.9,411,271100,214200,7
342729,234280,322593,899601,7.9,411,271100,214200,6.96
342729,234280,322593,899601,7.9,411,271100,214200,7.01
342729,234280,322593,899601,7.9,411,271100,214200,7.23
342729,234280,322593,899601,7.9,411,271100,214200,7.26
342729,234280,322593,899601,7.9,411,271100,214200,7.32
342729,234280,322593,899601,7.9,411,271100,214200,7.33
342729,234280,322593,899601,7.9,411,271100,214200,7.29
342729,234280,322593,899601,7.9,411,271100,214200,7.42
342729,234280,322593,899601,7.9,411,271100,214200,7.43
332589,242600,314453,889643,7.5,418,257800,207100,7.58
332589,242600,314453,889643,7.5,418,257800,207100,7.65
332589,242600,314453,889643,7.5,418,257800,207100,7.59
332589,242600,314453,889643,7.5,418,257800,207100,7.52
332589,242600,314453,889643,7.5,418,257800,207100,7.74
332589,242600,314453,889643,7.5,418,257800,207100,7.74
332589,242600,314453,889643,7.5,418,257800,207100,7.6
332589,242600,314453,889643,7.5,418,257800,207100,7.74
332589,242600,314453,889643,7.5,418,257800,207100,7.79
332589,242600,314453,889643,7.5,418,257800,207100,7.63
332589,242600,314453,889643,7.5,418,257800,207100,7.41
332589,242600,314453,889643,7.5,418,257800,207100,7.54
332589,242600,314453,889643,7.5,418,257800,207100,7.61
332589,242600,314453,889643,7.5,418,257800,207100,7.69
332589,242600,314453,889643,7.5,418,257800,207100,7.88
332589,242600,314453,889643,7.5,418,257800,207100,7.86
332589,242600,314453,889643,7.5,418,257800,207100,7.93
332589,242600,314453,889643,7.5,418,257800,207100,7.93
332589,242600,314453,889643,7.5,418,257800,207100,7.95
332589,242600,314453,889643,7.5,418,257800,207100,7.92
332589,242600,314453,889643,7.5,418,257800,207100,7.8
321297,248091,310870,880259,7.8,386,290300,216600,7.6
321297,248091,310870,880259,7.8,386,290300,216600,7.55
321297,248091,310870,880259,7.8,386,290300,216600,7.65
321297,248091,310870,880259,7.8,386,290300,216600,7.76
321297,248091,310870,880259,7.8,386,290300,216600,7.85
321297,248091,310870,880259,7.8,386,290300,216600,7.99
321297,248091,310870,880259,7.8,386,290300,216600,8.11
321297,248091,310870,880259,7.8,386,290300,216600,8.09
321297,248091,310870,880259,7.8,386,290300,216600,8.16
321297,248091,310870,880259,7.8,386,290300,216600,8.25
321297,248091,310870,880259,7.8,386,290300,216600,8.43
321297,248091,310870,880259,7.8,386,290300,216600,8.37
321297,248091,310870,880259,7.8,386,290300,216600,8.4
321297,248091,310870,880259,7.8,386,290300,216600,8.38
321297,248091,310870,880259,7.8,386,290300,216600,8.44
321297,248091,310870,880259,7.8,386,290300,216600,8.35
321297,248091,310870,880259,7.8,386,290300,216600,8.18
321297,248091,310870,880259,7.8,386,290300,216600,8.13
321297,248091,310870,880259,7.8,386,290300,216600,8.34
321297,248091,310870,880259,7.8,386,290300,216600,8.32
321297,248091,310870,880259,7.8,386,290300,216600,8.21
307252,254256,307866,869374,7.4,396,263800,215100,7.92
307252,254256,307866,869374,7.4,396,263800,215100,7.85
307252,254256,307866,869374,7.4,396,263800,215100,8.02
307252,254256,307866,869374,7.4,396,263800,215100,8.17
307252,254256,307866,869374,7.4,396,263800,215100,8.18
307252,254256,307866,869374,7.4,396,263800,215100,8.26
307252,254256,307866,869374,7.4,396,263800,215100,8.35
307252,254256,307866,869374,7.4,396,263800,215100,8.36
307252,254256,307866,869374,7.4,396,263800,215100,8.33
307252,254256,307866,869374,7.4,396,263800,215100,8.51
307252,254256,307866,869374,7.4,396,263800,215100,8.51
307252,254256,307866,869374,7.4,396,263800,215100,8.39
307252,254256,307866,869374,7.4,396,263800,215100,8.47
307252,254256,307866,869374,7.4,396,263800,215100,8.36
307252,254256,307866,869374,7.4,396,263800,215100,8.23
307252,254256,307866,869374,7.4,396,263800,215100,8.37
307252,254256,307866,869374,7.4,396,263800,215100,8.17
307252,254256,307866,869374,7.4,396,263800,215100,8.04
307252,254256,307866,869374,7.4,396,263800,215100,7.96
307252,254256,307866,869374,7.4,396,263800,215100,7.69
307252,254256,307866,869374,7.4,396,263800,215100,7.9
307252,254256,307866,869374,7.4,396,263800,215100,7.64
297049,251048,302635,850732,7.6,375,274700,218800,7.62
297049,251048,302635,850732,7.6,375,274700,218800,7.73
297049,251048,302635,850732,7.6,375,274700,218800,7.65
297049,251048,302635,850732,7.6,375,274700,218800,7.88
297049,251048,302635,850732,7.6,375,274700,218800,7.87
297049,251048,302635,850732,7.6,375,274700,218800,8.06
297049,251048,302635,850732,7.6,375,274700,218800,8
297049,251048,302635,850732,7.6,375,274700,218800,8.07
297049,251048,302635,850732,7.6,375,274700,218800,7.9
297049,251048,302635,850732,7.6,375,274700,218800,7.97
297049,251048,302635,850732,7.6,375,274700,218800,8.17
297049,251048,302635,850732,7.6,375,274700,218800,8.17
297049,251048,302635,850732,7.6,375,274700,218800,8.14
297049,251048,302635,850732,7.6,375,274700,218800,7.95
297049,251048,302635,850732,7.6,375,274700,218800,7.92
297049,251048,302635,850732,7.6,375,274700,218800,8.05
297049,251048,302635,850732,7.6,375,274700,218800,8.01
297049,251048,302635,850732,7.6,375,274700,218800,8.02
