Date,NAV
2009-01,5.62
2009-01,5.92
2009-01,5.72
2009-01,5.75
2009-01,5.8
2009-01,5.88
2009-01,6.13
2009-01,5.83
2009-01,5.66
2009-02,5.7
2009-02,5.73
2009-02,5.68
2009-02,5.77
2009-02,6.02
2009-02,5.99
2009-02,5.67
2009-02,5.71
2009-02,5.73
2009-02,5.67
2009-02,5.39
2009-02,5.32
2009-02,5.21
2009-02,5.12
2009-02,4.9
2009-02,5.15
2009-02,5.02
2009-02,4.95
2009-02,4.89
2009-03,4.61
2009-03,4.49
2009-03,4.62
2009-03,4.32
2009-03,4.32
2009-03,4.24
2009-03,4.59
2009-03,4.59
2009-03,4.89
2009-03,4.94
2009-03,4.9
2009-03,5.12
2009-03,5.34
2009-03,5.29
2009-03,5.13
2009-03,5.58
2009-03,5.36
2009-03,5.5
2009-03,5.74
2009-03,5.55
2009-03,5.31
2009-03,5.41
2009-04,5.54
2009-04,5.85
2009-04,5.94
2009-04,5.83
2009-04,5.62
2009-04,5.74
2009-04,5.96
2009-04,5.99
2009-04,5.78
2009-04,5.91
2009-04,6.09
2009-04,6.19
2009-04,5.76
2009-04,6.03
2009-04,6.04
2009-04,5.98
2009-04,6.15
2009-04,6
2009-04,6.07
2009-04,6.31
2009-04,6.27
2009-05,6.28
2009-05,6.57
2009-05,6.54
2009-05,6.63
2009-05,6.44
2009-05,6.74
2009-05,6.56
2009-05,6.59
2009-05,6.26
2009-05,6.39
2009-05,6.32
2009-05,6.61
2009-05,6.58
2009-05,6.51
2009-05,6.39
2009-05,6.35
2009-05,6.65
2009-05,6.49
2009-05,6.52
2009-05,6.64
2009-06,6.9
2009-06,6.95
2009-06,6.86
2009-06,7
2009-06,6.99
2009-06,6.93
2009-06,6.97
2009-06,6.94
2009-06,6.97
2009-06,6.94
2009-06,6.73
2009-06,6.62
2009-06,6.62
2009-06,6.66
2009-06,6.7
2009-06,6.42
2009-06,6.38
2009-06,6.44
2009-06,6.62
2009-06,6.7
2009-06,6.71
2009-06,6.66
2009-07,6.79
2009-07,6.52
2009-07,6.49
2009-07,6.37
2009-07,6.32
2009-07,6.34
2009-07,6.35
2009-07,6.53
2009-07,6.58
2009-07,6.84
2009-07,6.94
2009-07,6.9
2009-07,7
2009-07,6.96
2009-07,7.01
2009-07,7.23
2009-07,7.26
2009-07,7.32
2009-07,7.33
2009-07,7.29
2009-07,7.42
2009-07,7.43
2009-08,7.58
2009-08,7.65
2009-08,7.59
2009-08,7.52
2009-08,7.74
2009-08,7.74
2009-08,7.6
2009-08,7.74
2009-08,7.79
2009-08,7.63
2009-08,7.41
2009-08,7.54
2009-08,7.61
2009-08,7.69
2009-08,7.88
2009-08,7.86
2009-08,7.93
2009-08,7.93
2009-08,7.95
2009-08,7.92
2009-08,7.8
2009-09,7.6
2009-09,7.55
2009-09,7.65
2009-09,7.76
2009-09,7.85
2009-09,7.99
2009-09,8.11
2009-09,8.09
2009-09,8.16
2009-09,8.25
2009-09,8.43
2009-09,8.37
2009-09,8.4
2009-09,8.38
2009-09,8.44
2009-09,8.35
2009-09,8.18
2009-09,8.13
2009-09,8.34
2009-09,8.32
2009-09,8.21
2009-10,7.92
2009-10,7.85
2009-10,8.02
2009-10,8.17
2009-10,8.18
2009-10,8.26
2009-10,8.35
2009-10,8.36
2009-10,8.33
2009-10,8.51
2009-10,8.51
2009-10,8.39
2009-10,8.47
2009-10,8.36
2009-10,8.23
2009-10,8.37
2009-10,8.17
2009-10,8.04
2009-10,7.96
2009-10,7.69
2009-10,7.9
2009-10,7.64
2009-11,7.62
2009-11,7.73
2009-11,7.65
2009-11,7.88
2009-11,7.87
2009-11,8.06
2009-11,8
2009-11,8.07
2009-11,7.9
2009-11,7.97
2009-11,8.17
2009-11,8.17
2009-11,8.14
2009-11,7.95
2009-11,7.92
2009-11,8.05
2009-11,8.01
2009-11,8.02
2009-11,7.82
2009-11,7.85
2009-12,7.96
2009-12,8.04
2009-12,7.93
2009-12,8.11
2009-12,8.12
2009-12,8.05
2009-12,8.05
2009-12,8.03
2009-12,8.1
2009-12,8.22
2009-12,8.17
2009-12,8.23
2009-12,8.14
2009-12,8.2
2009-12,8.31
2009-12,8.39
2009-12,8.46
2009-12,8.49
2009-12,8.48
2009-12,8.49
2009-12,8.49
2009-12,8.39
2010-01,8.59
2010-01,8.57
2010-01,8.58
2010-01,8.67
2010-01,8.72
2010-01,8.7
2010-01,8.58
2010-01,8.69
2010-01,8.74
2010-01,8.63
2010-01,8.76
2010-01,8.66
2010-01,8.52
2010-01,8.36
2010-01,8.38
2010-01,8.34
2010-01,8.41
2010-01,8.27
2010-01,8.18
2010-02,8.32
2010-02,8.4
2010-02,8.34
2010-02,8.05
2010-02,8.09
2010-02,8.02
2010-02,8.16
2010-02,8.17
2010-02,8.29
2010-02,8.36
2010-02,8.51
2010-02,8.56
2010-02,8.64
2010-02,8.69
2010-02,8.71
2010-02,8.59
2010-02,8.67
2010-02,8.68
2010-02,8.65
2010-03,8.83
2010-03,8.9
2010-03,8.91
2010-03,8.97
2010-03,9.12
2010-03,9.14
2010-03,9.18
2010-03,9.25
2010-03,9.28
2010-03,9.26
2010-03,9.23
2010-03,9.32
2010-03,9.4
2010-03,9.37
2010-03,9.25
2010-03,9.36
2010-03,9.46
2010-03,9.38
2010-03,9.31
2010-03,9.32
2010-03,9.38
2010-03,9.39
2010-03,9.33
2010-04,9.43
2010-04,9.62
2010-04,9.68
2010-04,9.67
2010-04,9.68
2010-04,9.72
2010-04,9.75
2010-04,9.76
2010-04,9.98
2010-04,10.03
2010-04,9.89
2010-04,9.87
2010-04,10.02
2010-04,10.09
2010-04,10.23
2010-04,10.35
2010-04,10.3
2010-04,10.02
2010-04,10.05
2010-04,10.25
2010-04,9.96
2010-05,10.13
2010-05,9.79
2010-05,9.64
2010-05,9.29
2010-05,9.01
2010-05,9.53
2010-05,9.59
2010-05,9.86
2010-05,9.75
2010-05,9.53
2010-05,9.55
2010-05,9.37
2010-05,9.26
2010-05,8.76
2010-05,8.9
2010-05,8.77
2010-05,8.75
2010-05,8.79
2010-05,9.2
2010-05,9.08
2010-06,8.75
2010-06,9
2010-06,9.07
2010-06,8.63
2010-06,8.42
2010-06,8.4
2010-06,8.4
2010-06,8.7
2010-06,8.82
2010-06,8.86
2010-06,9.1
2010-06,9.05
2010-06,9.02
2010-06,9.04
2010-06,8.95
2010-06,8.77
2010-06,8.75
2010-06,8.59
2010-06,8.75
2010-06,8.7
2010-06,8.33
2010-06,8.23
2010-07,8.16
2010-07,8.08
2010-07,7.98
2010-07,8.28
2010-07,8.41
2010-07,8.54
2010-07,8.46
2010-07,8.75
2010-07,8.7
2010-07,8.64
2010-07,8.31
2010-07,8.34
2010-07,8.49
2010-07,8.35
2010-07,8.66
2010-07,8.85
2010-07,9.03
2010-07,8.98
2010-07,8.86
2010-07,8.9
2010-07,8.9
2010-08,9.05
2010-08,8.94
2010-08,9.05
2010-08,8.97
2010-08,8.91
2010-08,9.03
2010-08,8.85
2010-08,8.49
2010-08,8.45
2010-08,8.36
2010-08,8.42
2010-08,8.57
2010-08,8.6
2010-08,8.38
2010-08,8.37
2010-08,8.24
2010-08,8.13
2010-08,8.24
2010-08,8.16
2010-08,8.39
2010-08,8.18
2010-08,8.19
2010-09,8.52
2010-09,8.61
2010-09,8.76
2010-09,8.56
2010-09,8.62
2010-09,8.66
2010-09,8.68
2010-09,8.88
2010-09,8.84
2010-09,8.88
2010-09,8.82
2010-09,8.85
2010-09,9.08
2010-09,9.02
2010-09,8.9
2010-09,8.81
2010-09,9.1
2010-09,9.05
2010-09,9.15
2010-09,9.18
2010-09,9.17
2010-10,9.2
2010-10,9.07
2010-10,9.33
2010-10,9.31
2010-10,9.29
2010-10,9.42
2010-10,9.42
2010-10,9.46
2010-10,9.6
2010-10,9.58
2010-10,9.55
2010-10,9.64
2010-10,9.45
2010-10,9.56
2010-10,9.52
2010-10,9.55
2010-10,9.59
2010-10,9.57
2010-10,9.53
2010-10,9.47
2010-10,9.5
2010-11,9.46
2010-11,9.63
2010-11,9.66
2010-11,9.93
2010-11,9.99
2010-11,10
2010-11,9.86
2010-11,9.99
2010-11,9.95
2010-11,9.78
2010-11,9.79
2010-11,9.6
2010-11,9.63
2010-11,9.8
2010-11,9.85
2010-11,9.86
2010-11,9.75
2010-11,9.96
2010-11,9.9
2010-11,9.9
2010-11,9.83
2010-12,10.03
2010-12,10.17
2010-12,10.25
2010-12,10.29
2010-12,10.33
2010-12,10.35
2010-12,10.42
2010-12,10.54
2010-12,10.49
2010-12,10.48
2010-12,10.42
2010-12,10.52
2010-12,10.52
2010-12,10.56
2010-12,10.68
2010-12,10.74
2010-12,10.71
2010-12,10.74
2010-12,10.72
2010-12,10.74
2010-12,10.73
2010-12,10.68
2011-01,10.88
2011-01,10.73
2011-01,10.83
2011-01,10.79
2011-01,10.73
2011-01,10.77
2011-01,10.83
2011-01,10.92
2011-01,10.89
2011-01,10.99
2011-01,10.99
2011-01,10.74
2011-01,10.66
2011-01,10.61
2011-01,10.7
2011-01,10.72
2011-01,10.89
2011-01,10.93
2011-01,10.66
2011-01,10.72
2011-02,10.97
2011-02,10.92
2011-02,10.95
2011-02,10.97
2011-02,11.09
2011-02,11.15
2011-02,11.11
2011-02,11.14
2011-02,11.26
2011-02,11.31
2011-02,11.24
2011-02,11.38
2011-02,11.47
2011-02,11.47
2011-02,11.16
2011-02,10.99
2011-02,11.02
2011-02,11.27
2011-02,11.29
2011-03,11.08
2011-03,11.13
2011-03,11.38
2011-03,11.29
2011-03,11.12
2011-03,11.3
2011-03,11.29
2011-03,11
2011-03,11.05
2011-03,10.98
2011-03,10.87
2011-03,10.72
2011-03,10.8
2011-03,10.91
2011-03,11.17
2011-03,11.11
2011-03,11.12
2011-03,11.2
2011-03,11.29
2011-03,11.24
2011-03,11.33
2011-03,11.46
2011-03,11.49
2011-04,11.56
2011-04,11.58
2011-04,11.63
2011-04,11.67
2011-04,11.63
2011-04,11.51
2011-04,11.39
2011-04,11.24
2011-04,11.24
2011-04,11.25
2011-04,11.35
2011-04,11.18
2011-04,11.2
2011-04,11.37
2011-04,11.44
2011-04,11.43
2011-04,11.56
2011-04,11.61
2011-04,11.64
2011-04,11.68
2011-05,11.56
2011-05,11.43
2011-05,11.3
2011-05,11.25
2011-05,11.3
2011-05,11.39
2011-05,11.55
2011-05,11.36
2011-05,11.43
2011-05,11.27
2011-05,11.13
2011-05,11.06
2011-05,11.24
2011-05,11.25
2011-05,11.16
2011-05,10.97
2011-05,10.93
2011-05,11.04
2011-05,11.14
2011-05,11.23
2011-05,11.38
2011-06,11.16
2011-06,11.12
2011-06,10.96
2011-06,10.78
2011-06,10.79
2011-06,10.69
2011-06,10.76
2011-06,10.6
2011-06,10.58
2011-06,10.81
2011-06,10.61
2011-06,10.63
2011-06,10.66
2011-06,10.75
2011-06,10.98
2011-06,10.9
2011-06,10.88
2011-06,10.77
2011-06,10.85
2011-06,11.02
2011-06,11.1
2011-06,11.22
2011-07,11.41
2011-07,11.38
2011-07,11.42
2011-07,11.6
2011-07,11.5
2011-07,11.22
2011-07,11.17
2011-07,11.26
2011-07,11.11
2011-07,11.18
2011-07,10.99
2011-07,11.22
2011-07,11.21
2011-07,11.35
2011-07,11.33
2011-07,11.22
2011-07,11.15
2011-07,10.83
2011-07,10.8
2011-07,10.79
2011-08,10.73
2011-08,10.38
2011-08,10.42
2011-08,9.8
2011-08,9.63
2011-08,8.77
2011-08,9.32
2011-08,8.83
2011-08,9.32
2011-08,9.29
2011-08,9.59
2011-08,9.42
2011-08,9.41
2011-08,8.89
2011-08,8.74
2011-08,8.71
2011-08,9.11
2011-08,9.26
2011-08,9.04
2011-08,9.26
2011-08,9.72
2011-08,9.76
2011-08,9.76
2011-09,9.52
2011-09,9.17
2011-09,9.13
2011-09,9.53
2011-09,9.33
2011-09,9.07
2011-09,9.14
2011-09,9.28
2011-09,9.45
2011-09,9.59
2011-09,9.59
2011-09,9.41
2011-09,9.23
2011-09,8.86
2011-09,8.55
2011-09,8.63
2011-09,8.86
2011-09,9.02
2011-09,8.66
2011-09,8.83
2011-09,8.57
2011-10,8.13
2011-10,8.6
2011-10,8.78
2011-10,9
2011-10,8.79
2011-10,9.17
2011-10,9.23
2011-10,9.4
2011-10,9.35
2011-10,9.54
2011-10,9.21
2011-10,9.52
2011-10,9.33
2011-10,9.39
2011-10,9.6
2011-10,9.89
2011-10,9.59
2011-10,9.8
2011-10,10.29
2011-10,10.23
2011-10,9.93
2011-11,9.55
2011-11,9.83
2011-11,10.07
2011-11,10.03
2011-11,10.03
2011-11,10.18
2011-11,9.7
2011-11,9.81
2011-11,10.04
2011-11,9.89
2011-11,9.99
2011-11,9.81
2011-11,9.64
2011-11,9.67
2011-11,9.44
2011-11,9.37
2011-11,9.07
2011-11,8.99
2011-11,9.36
2011-11,9.35
2011-11,9.9
